id（企业代码）,区,企业性质（精简）,企业规模,企业性质,国家,省份,区域,法人代表实名认证,所属行业,供应商交付超期风险,供应质量风险,授信回款风险,工商变更信息,法院公告信息,CA办理情况
1387,河南/洛阳市/涧西区,,微型企业,,CHN,河南,华中,法人代表未实名认证,石油化工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1404,,,微型企业,,CHN,山西,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1408,河北/沧州市/新华区,制造型用户,微型企业,制造型,CHN,河北,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1414,湖北/鄂州市/鄂城区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1420,陕西//,贸易型用户,微型企业,贸易型,CHN,陕西,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
1435,,贸易型用户,微型企业,贸易型,CHN,浙江,华东,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1457,广西/防城港市/港口区,制造型用户,中型企业,制造型,CHN,广西,南方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1464,安徽/马鞍山市/雨山区,贸易型用户,微型企业,贸易型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1479,湖北/襄阳市/其他,制造型用户,大型企业,制造型,CHN,湖北,华中,法人代表未实名认证,其他未列明批发业,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
1486,,,小型企业,,CHN,重庆,西部,法人代表未实名认证,其他未列明信息技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1488,安徽/宣城市/宁国市,制造型用户,小型企业,制造型,,安徽,华东,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1499,广东/韶关市/曲江区,贸易型用户,小型企业,贸易型,CHN,广东,南方,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
1509,上海/上海/松江区,,微型企业,,CHN,上海,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1523,江苏/南京市/其他,贸易型用户,超大型企业,贸易型,CHN,江苏,华东,法人代表已实名认证,计算机和办公设备维修,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1558,湖北/武汉市/其他,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,信息系统集成服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
1559,山东/威海市/其他,制造型用户,微型企业,制造型,CHN,山东,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1563,河北/邯郸市/磁县,服务型用户,微型企业,服务型,CHN,河北,北方,法人代表已实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1593,上海/上海/宝山区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,汽车、摩托车、零配件和燃料及其他动力销售,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,未办理CA
1596,湖北/鄂州市/鄂城区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
1598,河南/洛阳市/涧西区,贸易型用户,微型企业,贸易型,CHN,河南,华中,法人代表未实名认证,其他未列明零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1605,湖北/黄冈市/罗田县,贸易型用户,中型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,农林牧渔,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1609,河北/邢台市/桥西区,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1630,河北/唐山市/乐亭县,制造型用户,超大型企业,制造型,CHN,河北,,法人代表未实名认证,炼铁,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1633,湖北/鄂州市/其他,制造型用户,微型企业,生产加工型,CHN,湖北,华中,法人代表未实名认证,其他有色金属压延加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1640,湖北/武汉市/东湖高新技术开发区,制造型用户,中型企业,,CHN,湖北,华中,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1641,安徽/马鞍山市/花山区,贸易型用户,微型企业,贸易型,CHN,安徽,华东,法人代表已实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1642,上海/上海/静安区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
1650,,,中型企业,,CHN,山西,北方,法人代表已实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1679,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
1692,,,微型企业,,CHN,湖北,华中,法人代表未实名认证,肉、禽、蛋、奶及水产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1704,湖北/鄂州市/华容区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1714,山西/晋城市/城区,,微型企业,,CHN,山西,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1715,湖北/鄂州市/其他,制造型用户,微型企业,生产加工型,CHN,湖北,华中,法人代表已实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1729,上海/上海/宝山区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1740,,服务型用户,小型企业,服务型,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1741,河北/廊坊市/大城县,制造型用户,小型企业,生产加工型,CHN,河北,北方,法人代表已实名认证,石棉制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
1749,河北/沧州市/孟村回族自治县,制造型用户,超大型企业,制造型,CHN,河北,北方,法人代表已实名认证,建筑装饰及水暖管道零件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
1755,,,微型企业,,CHN,山东,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1759,,贸易型用户,微型企业,产品代理型,CHN,山东,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1762,山西/晋城市/城区,,超大型企业,,CHN,山西,北方,法人代表未实名认证,煤炭及制品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
1763,,制造型用户,超大型企业,制造型,CHN,河南,华中,法人代表未实名认证,生产专用起重机制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1773,江苏/常州市/新北区,制造型用户,中型企业,制造型,CHN,江苏,华东,法人代表未实名认证,采矿、冶金、建筑专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1785,湖北/武汉市/青山区,,小型企业,,CHN,湖北,华中,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
1786,,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他未列明批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
1792,,,微型企业,,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
1799,新疆/乌鲁木齐市/其他,服务型用户,微型企业,服务型,CHN,新疆,西部,法人代表已实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数高,已办理CA
1806,,贸易型用户,超大型企业,贸易型,CHN,浙江,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
